Symbol,Name,HGNC_ID,Evidence,Test method,Test in,Test setting,Pathway,Confidence,Caution,Protein encoded,UniProtKB,PMID,Remark
NOX4,NADPH oxidase 4,HGNC:7891,Knockdown inhibited ferroptosis.,"Immunohistochemistry, western blot, cell death assay, siRNA",Rat,Sprague Dawley rats,NOX4 :+: Ferroptosis,Validated,_NA_,NADPH oxidase 4,Q9NPH5 (NOX4_HUMAN),31196626,_NA_
ATF3,Activating transcription factor 3,HGNC:785,Promotes ferroptosis induced by erastin.,"Cell viability assay, transfection, lentiviral infection, qRT-PCR, western blot",Human,"HT1080 cells, retinal pigment epithelial cells","ATF3 :-: SLC7A11, SLC7A11 :+: System Xc-, System Xc- :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Cyclic AMP-dependent transcription factor ATF-3,P18847 (ATF3_HUMAN),31273299,_NA_
ATM,ATM serine/threonine kinase,HGNC:795,Essential for ferroptosis. Genetic knockdown and chemical inhibition of ATM both suppress ferroptotic cell death.,"siRNA, western blot, nuclear/cytosol fraction, cell viability, cell death, GSH assay, kinome screen, qRT-PCR, immunofluorescence assay",Human,"MDA-MB-231, RCC4, 293T, and HT-1080 cell lines","ATM :-: MTF1, MTF1 :+: FTL, MTF1 :+: FTH1, FTL :-: Ferroptosis, FTH1 :-: Ferroptosis",Validated,_NA_,Serine-protein kinase ATM,Q13315 (ATM_HUMAN),31320750,_NA_
YY1AP1,YY1 associated protein 1,HGNC:30935,Makes cells more sensitive to ferroptosis. Cells lacking YAP were no longer sensitised to ferroptosis.,"Cell death, cell viability, lipid peroxidation, immunoblotting, CRISPR/Cas9, ChIP assay, qRT-PCR","Human, mice","Mouse embryonic fibroblasts, NF639 cells, human epithelial tumour cells, human mesothelioma cells, xenograft mouse","YAP :+: ACSL4, ACSL4 :+: Ferroptosis, YAP :+: TFRC,  TFRC :+: Ferroptosis",Validated,_NA_,YY1-associated protein 1,Q9H869 (YYAP1_HUMAN),31341276,YAP in article
EGLN2,Egl-9 family hypoxia inducible factor 2,HGNC:14660,Inhibiting EGLN2 activation diminished ferroptotic tumor cell death.,"Cytotoxicity assays, western blot, immunoprecipitation, RNA interference, gene transfection, qPCR, MDA assay","Human, mice","Calu-1, THP1, HT1080, and HL-60 cells, athymic nude mice","EGLN2 :-: HIF1A, HIF1A  :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Egl nine homolog 2,Q96KS0 (EGLN2_HUMAN),31355331,_NA_
MIOX,Myo-inositol oxygenase,HGNC:14522,"Overexpression exacerbates cell death, knockdown inhibits ferroptosis.","MTT assay, measurement of GPX4 activity, labile iron pool assay, evaluation of cell death and cell morphology, immunohistochemical staining","Human, mice","HK-2 cells, C57BL/6J mice","MIOX :-: GPX4, GPX4 :-: Ferroptosis, MIOX :-: GSH, GSH :-: Ferroptosis",Validated,_NA_,Inositol oxygenase,Q9UGB7 (MIOX_HUMAN),31437128,_NA_
TAZ,Tafazzin,HGNC:11577,"TAZ removal confers ferroptosis resistance, whereas overexpression of TAZS89A sensitizes cells to ferroptosis.","Cell viability, cell death, western blot, siRNA, qRT-PCR, microarray, immunofluorescence staining, ChIP-seq, Lipid ROS assay","Human, mice"," RCC4, 786O cells, JAX NOD.CB17-PrkdcSCID-J mice","TAZ :+: EMP1, EMP1 :+: NOX4, NOX4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Tafazzin,Q16635 (TAZ_HUMAN),31484063,_NA_
MTDH,Metadherin,HGNC:29608,Can enhance sensitivity to inducers of ferroptosis. Enhances the vulnerability of cancer cells to ferroptosis.,"Cell viability, qRT-PCR, western blotting, GSH assay, GPx4 activity assay, tumor xenograft model","Human, mice","Cell lines A549, H1975, DMS53, DMS273, KLE, AN3CA, RL95, Hec1A, Ishikawa, MDA-MB-231, MCF-7, Hec50, immunodeficient mice","MTDH :-: Cysteine, Cystein :-: Ferroptosis, MTDH :-: SLC3A2, SLC3A2 :-: Ferroptosis, MTDH :-: GPX4, GPX4 :-: Ferroptosis, MTDH :-: GSH, GSH :-: Ferroptosis, MTDH :+: Glutamate, Glutamate :+: Ferroptosis",Validated,_NA_,Protein LYRIC,Q86UE4 (LYRIC_HUMAN),31527591,_NA_
IDH1,Isocitrate dehydrogenase (NADP(+)) 1,HGNC:5382,Deletion of the mutant IDH1 allele or pharmacological inhibition of mutant IDH1 confers resistance to erastin-induced ferroptosis. Ectopic expression of mutant IDH1 promotes ferroptosis.,"Cell transfection, cell viability, GSH assay, lipid ROS assay",Human,"HEK293T, HT-1080 and KYSE-170 cells","IDH1 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, IDH1 :-: GSH, GSH :-: Ferroptosis",Validated,_NA_,Isocitrate dehydrogenase [NADP] cytoplasmic,O75874 (IDHC_HUMAN),31591388,_NA_
SIRT1,Sirtuin 1,HGNC:14929,Knockout partially mitigates ferroptosis.,"Lipid peroxidation, iron and GSH assay, qRT-PCR, western blot",Mice,Mice in C57BL/6 background,SIRT1 :+: Ferroptosis,Predicted,_NA_,NAD-dependent protein deacetylase sirtuin-1,Q96EB6 (SIR1_HUMAN),31610175,_NA_
TAZ,Tafazzin,HGNC:11577,"TAZ removal confers ferroptosis resistance, while TAZS89A overexpression sensitizes cells to ferroptosis.","siRNA, qRT-PCR, western blot, cell viability, lipid ROS assay",Human,"TOV-21G, CAOV2, CAOV2R, MDA-MB-231 cells","TAZ :+: ANGPTL4, ANGPTL4 :+: NOX2, NOX2 :+: Ferroptosis",Validated,_NA_,Tafazzin,Q16635 (TAZ_HUMAN),31641008,_NA_
BECN1,Beclin 1,HGNC:1034,Overexpression aggravated isoflurane-induced cell damage by upregulating ferroptosis. This phenomenon was significantly attenuated by silencing of Beclin1.,"Cell viability, RNAi, RT-qPCR, western blot, lipid peroxidation, iron, GSH and glutamate release assays",Human,SH-SY5Y cells,"(Beclin1/SLC7A11) :-: System Xc-, System Xc- :-: Ferroptosis",Validated,_NA_,Beclin-1,Q14457 (BECN1_HUMAN),31650158,Beclin1 in article
FBXW7,F-box and WD repeat domain containing 7,HGNC:16712,FBXW7 plasmid induces ferroptosis.,"Cell viability, lipid peroxidation, iron, GSH and ROS assays, western blot, RT-PCR, RNA-seq","Human, mice","Hepatic stellate cells, C57BL/6 mice",FBXW7 :+: Ferroptosis,Deduced,_NA_,F-box/WD repeat-containing protein 7,Q969H0 (FBXW7_HUMAN),31679460,_NA_
PANX1,Pannexin 1,HGNC:8599,Deletion protects against ferroptotic cell death. Silenced Panx1 expression significantly attenuated ferroptotic lipid peroxidation and iron accumulation induced by the ferroptosis inducer erastin.,"Cell viability, cell death, qRT-PCR, western blot, lipid peroxidation detection, shRNA","Human, mice","HK-2 cells, C57BL/6 mice","PANX1 :-: HMOX1, HMOX1 :-: Ferroptosis, PANX1 :+: MAPK/ERK, MAPK/ERK :+: Ferroptinophagy, Ferroptinophagy :+: Ferroptosis",Validated,_NA_,Pannexin-1,Q96RD7 (PANX1_HUMAN),31694915,_NA_
DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,HGNC:14888,Promotes ferroptosis in esophageal squamous cell carcinoma.,"Western blot, immunohistochemistry,lentivirus infection, colony-forming, RT‑qPCR, CCK-8, transwell and mouse xenograft assays","Human, mice","Cell lines TE-1, Eca9706, Eca109, KYSE150, and KYSE450, BALB/c athymic nude mice","DNAJB6 :-: GPX4, GPX4 :-: Ferroptosis",Predicted,_NA_,DnaJ homolog subfamily B member 6,O75190 (DNJB6_HUMAN),31701262,_NA_
BACH1,BTB domain and CNC homolog 1,HGNC:935,Promotes ferroptosis by repressing the transcription of a subset of the erastin-induced protective genes.,"Western blotting, qPCR, cell death, labile iron detection, RNA-seq",Mice,"C57BL/6J mice, mouse embryonic fibroblasts","BACH1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Transcription regulator protein BACH1,O14867 (BACH1_HUMAN),31740582,_NA_
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,Overexpression induced ferroptosis. The opposite results were observed when ACSL4 was silenced.,"Western blotting, immunofluorescence, 5‑HETE, LDH and CCK-8 cell viability assay",Human,"HEB, T98G, U87 MG and U251 cells","ACSL4 :-: GPX4, GPX4 :-: Ferroptosis",Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),31789401,_NA_
LONP1,"Lon peptidase 1, mitochondrial",HGNC:9479,Inhibition of LONP1 negatively regulates erastin-induced cell death.,"Cell viability, western blot, qRT-PCR, lipid peroxidation assay, glutathione assay",Human,"PANC1, BxPC3 cells","LONP1 :-: Nrf2/Keap1 pathway, Nrf2/Keap1 pathway :-: Ferroptosis, LONP1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,_NA_,"Lon protease homolog, mitochondrial",P36776 (LONM_HUMAN),31822343,_NA_
